season,week,celebrity_name,exit_week,result_type,placement,n_judges,raw_score_sum,max_possible_points,normalized_score,n_contestants,judge_share,judge_rank,is_eliminated,rule_system
20,2,Michael Sam,4,eliminated,10,4,28.0,40.0,0.7,12,0.08069164265129682,7.5,False,Percent
20,3,Michael Sam,4,eliminated,10,4,24.0,40.0,0.6,11,0.07667731629392971,9.0,False,Percent
20,4,Michael Sam,4,eliminated,10,4,30.0,40.0,0.75,10,0.09230769230769231,7.5,True,Percent
20,1,Robert Herjavec,8,eliminated,6,4,28.0,40.0,0.7,12,0.0880503144654088,4.0,False,Percent
20,2,Robert Herjavec,8,eliminated,6,4,28.0,40.0,0.7,12,0.08069164265129682,7.5,False,Percent
20,3,Robert Herjavec,8,eliminated,6,4,29.0,40.0,0.725,11,0.0926517571884984,6.0,False,Percent
20,4,Robert Herjavec,8,eliminated,6,4,34.0,40.0,0.85,10,0.10461538461538461,4.5,False,Percent
20,5,Robert Herjavec,8,eliminated,6,4,24.0,40.0,0.6,9,0.08480565371024734,9.0,False,Percent
20,6,Robert Herjavec,8,eliminated,6,4,33.5,40.0,0.8375,8,0.11837455830388692,8.0,False,Percent
20,7,Robert Herjavec,8,eliminated,6,4,31.0,40.0,0.775,7,0.1220472440944882,6.5,False,Percent
20,8,Robert Herjavec,8,eliminated,6,4,31.0,40.0,0.775,6,0.14657210401891255,6.0,True,Percent
20,1,Charlotte McKinney,3,eliminated,11,4,22.0,40.0,0.55,12,0.06918238993710692,11.5,False,Percent
20,2,Charlotte McKinney,3,eliminated,11,4,26.0,40.0,0.65,12,0.07492795389048991,11.0,False,Percent
20,3,Charlotte McKinney,3,eliminated,11,4,22.0,40.0,0.55,11,0.07028753993610225,10.5,True,Percent
20,1,Noah Galloway,99,finalist,3,4,26.0,40.0,0.65,12,0.08176100628930817,6.0,False,Percent
20,2,Noah Galloway,99,finalist,3,4,27.0,40.0,0.675,12,0.07780979827089338,10.0,False,Percent
20,3,Noah Galloway,99,finalist,3,4,30.0,40.0,0.75,11,0.09584664536741214,5.0,False,Percent
20,4,Noah Galloway,99,finalist,3,4,32.0,40.0,0.8,10,0.09846153846153846,6.0,False,Percent
20,5,Noah Galloway,99,finalist,3,4,28.0,40.0,0.7,9,0.0989399293286219,5.5,False,Percent
20,6,Noah Galloway,99,finalist,3,4,34.0,40.0,0.85,8,0.12014134275618374,6.5,False,Percent
20,7,Noah Galloway,99,finalist,3,4,38.0,40.0,0.95,7,0.14960629921259844,3.0,False,Percent
20,8,Noah Galloway,99,finalist,3,4,31.5,40.0,0.7875,6,0.14893617021276595,5.0,False,Percent
20,9,Noah Galloway,99,finalist,3,4,38.0,40.0,0.95,4,0.24203821656050956,4.0,False,Percent
20,10,Noah Galloway,99,finalist,3,4,36.0,40.0,0.9,3,0.3103448275862069,3.0,False,Percent
20,1,Redfoo,2,eliminated,12,4,22.0,40.0,0.55,12,0.06918238993710692,11.5,False,Percent
20,2,Redfoo,2,eliminated,12,4,31.0,40.0,0.775,12,0.0893371757925072,5.0,True,Percent
20,1,Patti LaBelle,6,eliminated,8,4,25.0,40.0,0.625,12,0.07861635220125786,9.0,False,Percent
20,2,Patti LaBelle,6,eliminated,8,4,28.0,40.0,0.7,12,0.08069164265129682,7.5,False,Percent
20,3,Patti LaBelle,6,eliminated,8,4,22.0,40.0,0.55,11,0.07028753993610225,10.5,False,Percent
20,4,Patti LaBelle,6,eliminated,8,4,30.0,40.0,0.75,10,0.09230769230769231,7.5,False,Percent
20,5,Patti LaBelle,6,eliminated,8,4,27.0,40.0,0.675,9,0.09540636042402827,7.5,False,Percent
20,6,Patti LaBelle,6,eliminated,8,4,34.0,40.0,0.85,8,0.12014134275618374,6.5,True,Percent
20,1,Chris Soules,8,eliminated,5,4,26.0,40.0,0.65,12,0.08176100628930817,6.0,False,Percent
20,2,Chris Soules,8,eliminated,5,4,21.0,40.0,0.525,12,0.06051873198847262,12.0,False,Percent
20,3,Chris Soules,8,eliminated,5,4,28.0,40.0,0.7,11,0.08945686900958466,7.0,False,Percent
20,4,Chris Soules,8,eliminated,5,4,27.0,40.0,0.675,10,0.08307692307692308,10.0,False,Percent
20,5,Chris Soules,8,eliminated,5,4,27.0,40.0,0.675,9,0.09540636042402827,7.5,False,Percent
20,6,Chris Soules,8,eliminated,5,4,35.0,40.0,0.875,8,0.12367491166077738,5.0,False,Percent
20,7,Chris Soules,8,eliminated,5,4,31.0,40.0,0.775,7,0.1220472440944882,6.5,False,Percent
20,8,Chris Soules,8,eliminated,5,4,32.0,40.0,0.8,6,0.1513002364066194,4.0,True,Percent
21,1,Gary Busey,4,eliminated,10,3,15.0,30.0,0.5,13,0.06,10.0,False,Percent
21,2,Gary Busey,4,eliminated,10,3,16.5,30.0,0.55,13,0.06099815157116451,12.0,False,Percent
21,3,Gary Busey,4,eliminated,10,4,25.0,40.0,0.625,10,0.08196721311475409,9.0,False,Percent
21,4,Gary Busey,4,eliminated,10,3,16.0,30.0,0.5333333333333333,10,0.06779661016949153,10.0,True,Percent
21,1,Alexa PenaVega,9,eliminated,6,3,22.0,30.0,0.7333333333333333,13,0.08799999999999998,5.5,False,Percent
21,2,Alexa PenaVega,9,eliminated,6,3,23.0,30.0,0.7666666666666667,13,0.08502772643253234,3.0,False,Percent
21,3,Alexa PenaVega,9,eliminated,6,4,36.0,40.0,0.9,10,0.1180327868852459,1.5,False,Percent
21,4,Alexa PenaVega,9,eliminated,6,3,21.0,30.0,0.7,10,0.08898305084745761,8.0,False,Percent
21,5,Alexa PenaVega,9,eliminated,6,4,40.0,40.0,1.0,9,0.13289036544850497,1.0,False,Percent
21,6,Alexa PenaVega,9,eliminated,6,4,30.0,40.0,0.75,9,0.09584664536741214,7.5,False,Percent
21,7,Alexa PenaVega,9,eliminated,6,3,27.5,30.0,0.9166666666666666,8,0.12443438914027148,5.0,False,Percent
21,8,Alexa PenaVega,9,eliminated,6,3,26.9998,30.0,0.8999933333333333,7,0.13917465724120795,5.0,False,Percent
21,9,Alexa PenaVega,9,eliminated,6,3,30.0,30.0,1.0,6,0.182370820668693,1.5,True,Percent
21,1,Carlos PenaVega,11,eliminated,4,3,23.0,30.0,0.7666666666666667,13,0.092,3.5,False,Percent
21,2,Carlos PenaVega,11,eliminated,4,3,22.5,30.0,0.75,13,0.08317929759704251,5.5,False,Percent
21,3,Carlos PenaVega,11,eliminated,4,4,31.0,40.0,0.775,10,0.10163934426229508,6.0,False,Percent
21,4,Carlos PenaVega,11,eliminated,4,3,25.0,30.0,0.8333333333333334,10,0.1059322033898305,5.0,False,Percent
21,5,Carlos PenaVega,11,eliminated,4,4,39.0,40.0,0.975,9,0.12956810631229235,2.0,False,Percent
21,6,Carlos PenaVega,11,eliminated,4,4,38.0,40.0,0.95,9,0.12140575079872204,5.0,False,Percent
21,7,Carlos PenaVega,11,eliminated,4,3,28.0,30.0,0.9333333333333333,8,0.12669683257918551,3.0,False,Percent
21,8,Carlos PenaVega,11,eliminated,4,3,28.9998,30.0,0.96666,7,0.14948396747618806,2.0,False,Percent
21,9,Carlos PenaVega,11,eliminated,4,3,27.0,30.0,0.9,6,0.1641337386018237,4.0,False,Percent
21,10,Carlos PenaVega,11,eliminated,4,3,31.5,30.0,1.05,4,0.26582278481012656,1.5,False,Percent
21,11,Carlos PenaVega,11,eliminated,4,3,30.0,30.0,1.0,4,0.25423750359110475,2.0,True,Percent
21,1,Victor Espinoza,2,eliminated,12,3,15.0,30.0,0.5,13,0.06,10.0,False,Percent
21,2,Victor Espinoza,2,eliminated,12,3,18.5,30.0,0.6166666666666667,13,0.06839186691312384,10.0,True,Percent
21,1,Alek Skarlatos,99,finalist,3,3,22.0,30.0,0.7333333333333333,13,0.08799999999999998,5.5,False,Percent
21,2,Alek Skarlatos,99,finalist,3,3,22.5,30.0,0.75,13,0.08317929759704251,5.5,False,Percent
21,3,Alek Skarlatos,99,finalist,3,4,33.0,40.0,0.825,10,0.10819672131147541,3.5,False,Percent
21,4,Alek Skarlatos,99,finalist,3,3,24.0,30.0,0.8,10,0.10169491525423728,6.0,False,Percent
21,5,Alek Skarlatos,99,finalist,3,4,29.0,40.0,0.725,9,0.0963455149501661,7.5,False,Percent
21,6,Alek Skarlatos,99,finalist,3,4,30.0,40.0,0.75,9,0.09584664536741214,7.5,False,Percent
21,7,Alek Skarlatos,99,finalist,3,3,26.5,30.0,0.8833333333333333,8,0.11990950226244343,8.0,False,Percent
21,8,Alek Skarlatos,99,finalist,3,3,25.0,30.0,0.8333333333333334,7,0.12886637793725136,6.0,False,Percent
21,9,Alek Skarlatos,99,finalist,3,3,25.5,30.0,0.85,6,0.15501519756838905,5.0,False,Percent
21,10,Alek Skarlatos,99,finalist,3,3,28.5,30.0,0.95,4,0.24050632911392403,3.0,False,Percent
21,11,Alek Skarlatos,99,finalist,3,3,27.999899999999997,30.0,0.9333299999999999,4,0.23728748922668577,4.0,False,Percent
21,1,Chaka Khan,2,eliminated,13,3,13.0,30.0,0.43333333333333335,13,0.052,12.0,False,Percent
21,2,Chaka Khan,2,eliminated,13,3,15.0,30.0,0.5,13,0.055452865064695,13.0,True,Percent
21,1,Andy Grammer,8,eliminated,7,3,21.0,30.0,0.7,13,0.08399999999999999,7.5,False,Percent
21,2,Andy Grammer,8,eliminated,7,3,22.0,30.0,0.7333333333333333,13,0.08133086876155267,8.0,False,Percent
21,3,Andy Grammer,8,eliminated,7,4,29.0,40.0,0.725,10,0.09508196721311475,8.0,False,Percent
21,4,Andy Grammer,8,eliminated,7,3,23.0,30.0,0.7666666666666667,10,0.09745762711864407,7.0,False,Percent
21,5,Andy Grammer,8,eliminated,7,4,36.0,40.0,0.9,9,0.11960132890365448,4.0,False,Percent
21,6,Andy Grammer,8,eliminated,7,4,40.0,40.0,1.0,9,0.12779552715654952,2.0,False,Percent
21,7,Andy Grammer,8,eliminated,7,3,28.0,30.0,0.9333333333333333,8,0.12669683257918551,3.0,False,Percent
21,8,Andy Grammer,8,eliminated,7,3,23.9998,30.0,0.7999933333333333,7,0.1237106918887378,7.0,True,Percent
21,1,Tamar Braxton,9,withdrew,5,3,23.0,30.0,0.7666666666666667,13,0.092,3.5,False,Percent
21,2,Tamar Braxton,9,withdrew,5,3,24.5,30.0,0.8166666666666667,13,0.09057301293900184,1.0,False,Percent
21,3,Tamar Braxton,9,withdrew,5,4,33.0,40.0,0.825,10,0.10819672131147541,3.5,False,Percent
21,4,Tamar Braxton,9,withdrew,5,3,27.0,30.0,0.9,10,0.11440677966101695,3.0,False,Percent
21,5,Tamar Braxton,9,withdrew,5,4,29.0,40.0,0.725,9,0.0963455149501661,7.5,False,Percent
21,6,Tamar Braxton,9,withdrew,5,4,40.0,40.0,1.0,9,0.12779552715654952,2.0,False,Percent
21,7,Tamar Braxton,9,withdrew,5,3,27.0,30.0,0.9,8,0.12217194570135746,6.5,False,Percent
21,8,Tamar Braxton,9,withdrew,5,3,28.0,30.0,0.9333333333333333,7,0.14433034328972152,3.5,False,Percent
21,9,Tamar Braxton,9,withdrew,5,3,24.5,30.0,0.8166666666666667,6,0.14893617021276595,6.0,False,Percent
21,1,Nick Carter,99,finalist,2,3,24.0,30.0,0.8,13,0.096,1.5,False,Percent
21,2,Nick Carter,99,finalist,2,3,22.5,30.0,0.75,13,0.08317929759704251,5.5,False,Percent
21,3,Nick Carter,99,finalist,2,4,36.0,40.0,0.9,10,0.1180327868852459,1.5,False,Percent
21,4,Nick Carter,99,finalist,2,3,27.0,30.0,0.9,10,0.11440677966101695,3.0,False,Percent
21,5,Nick Carter,99,finalist,2,4,35.0,40.0,0.875,9,0.11627906976744186,5.0,False,Percent
21,6,Nick Carter,99,finalist,2,4,39.0,40.0,0.975,9,0.12460063897763578,4.0,False,Percent
21,7,Nick Carter,99,finalist,2,3,27.0,30.0,0.9,8,0.12217194570135746,6.5,False,Percent
21,8,Nick Carter,99,finalist,2,3,33.0,30.0,1.1,7,0.1701036188771718,1.0,False,Percent
21,9,Nick Carter,99,finalist,2,3,27.5,30.0,0.9166666666666666,6,0.16717325227963525,3.0,False,Percent
21,10,Nick Carter,99,finalist,2,3,27.0,30.0,0.9,4,0.22784810126582278,4.0,False,Percent
21,11,Nick Carter,99,finalist,2,3,30.0,30.0,1.0,4,0.25423750359110475,2.0,False,Percent
21,1,Hayes Grier,7,eliminated,8,3,21.0,30.0,0.7,13,0.08399999999999999,7.5,False,Percent
21,2,Hayes Grier,7,eliminated,8,3,22.5,30.0,0.75,13,0.08317929759704251,5.5,False,Percent
21,3,Hayes Grier,7,eliminated,8,4,30.0,40.0,0.75,10,0.09836065573770492,7.0,False,Percent
21,4,Hayes Grier,7,eliminated,8,3,27.0,30.0,0.9,10,0.11440677966101695,3.0,False,Percent
21,5,Hayes Grier,7,eliminated,8,4,30.0,40.0,0.75,9,0.09966777408637874,6.0,False,Percent
21,6,Hayes Grier,7,eliminated,8,4,32.0,40.0,0.8,9,0.10223642172523963,6.0,False,Percent
21,7,Hayes Grier,7,eliminated,8,3,28.0,30.0,0.9333333333333333,8,0.12669683257918551,3.0,True,Percent
21,1,Bindi Irwin,99,finalist,1,3,24.0,30.0,0.8,13,0.096,1.5,False,Percent
21,2,Bindi Irwin,99,finalist,1,3,24.0,30.0,0.8,13,0.08872458410351201,2.0,False,Percent
21,3,Bindi Irwin,99,finalist,1,4,32.0,40.0,0.8,10,0.10491803278688525,5.0,False,Percent
21,4,Bindi Irwin,99,finalist,1,3,28.0,30.0,0.9333333333333333,10,0.11864406779661016,1.0,False,Percent
21,5,Bindi Irwin,99,finalist,1,4,37.0,40.0,0.925,9,0.12292358803986711,3.0,False,Percent
21,6,Bindi Irwin,99,finalist,1,4,40.0,40.0,1.0,9,0.12779552715654952,2.0,False,Percent
21,7,Bindi Irwin,99,finalist,1,3,29.0,30.0,0.9666666666666667,8,0.13122171945701358,1.0,False,Percent
21,8,Bindi Irwin,99,finalist,1,3,28.0,30.0,0.9333333333333333,7,0.14433034328972152,3.5,False,Percent
21,9,Bindi Irwin,99,finalist,1,3,30.0,30.0,1.0,6,0.182370820668693,1.5,False,Percent
21,10,Bindi Irwin,99,finalist,1,3,31.5,30.0,1.05,4,0.26582278481012656,1.5,False,Percent
21,11,Bindi Irwin,99,finalist,1,3,30.0,30.0,1.0,4,0.25423750359110475,2.0,False,Percent
21,1,Kim Zolciak-Biermann,2,withdrew,11,3,12.0,30.0,0.4,13,0.048,13.0,False,Percent
21,2,Kim Zolciak-Biermann,2,withdrew,11,3,18.5,30.0,0.6166666666666667,13,0.06839186691312384,10.0,False,Percent
21,1,Paula Deen,6,eliminated,9,3,15.0,30.0,0.5,13,0.06,10.0,False,Percent
21,2,Paula Deen,6,eliminated,9,3,18.5,30.0,0.6166666666666667,13,0.06839186691312384,10.0,False,Percent
21,3,Paula Deen,6,eliminated,9,4,20.0,40.0,0.5,10,0.06557377049180328,10.0,False,Percent
21,4,Paula Deen,6,eliminated,9,3,18.0,30.0,0.6,10,0.07627118644067796,9.0,False,Percent
21,5,Paula Deen,6,eliminated,9,4,26.0,40.0,0.65,9,0.08637873754152824,9.0,False,Percent
21,6,Paula Deen,6,eliminated,9,4,24.0,40.0,0.6,9,0.07667731629392971,9.0,True,Percent
22,1,Mischa Barton,3,eliminated,11,3,16.0,30.0,0.5333333333333333,12,0.06751054852320675,10.0,False,Percent
22,2,Mischa Barton,3,eliminated,11,3,15.0,30.0,0.5,12,0.0635593220338983,11.0,False,Percent
22,3,Mischa Barton,3,eliminated,11,3,18.0,30.0,0.6,11,0.07594936708860758,11.0,True,Percent
22,1,Kim Fields,7,eliminated,8,3,20.0,30.0,0.6666666666666666,12,0.08438818565400844,8.5,False,Percent
22,2,Kim Fields,7,eliminated,8,3,19.0,30.0,0.6333333333333333,12,0.08050847457627118,9.5,False,Percent
22,3,Kim Fields,7,eliminated,8,3,22.0,30.0,0.7333333333333333,11,0.09282700421940927,5.0,False,Percent
22,4,Kim Fields,7,eliminated,8,4,32.0,40.0,0.8,10,0.10031347962382446,6.5,False,Percent
22,5,Kim Fields,7,eliminated,8,4,28.0,40.0,0.7,9,0.10144927536231883,7.5,False,Percent
22,6,Kim Fields,7,eliminated,8,3,24.0,30.0,0.8,9,0.10572687224669604,7.0,False,Percent
22,7,Kim Fields,7,eliminated,8,3,26.0,30.0,0.8666666666666667,8,0.12149532710280375,6.0,True,Percent
22,1,Jodie Sweetin,8,eliminated,6,3,20.0,30.0,0.6666666666666666,12,0.08438818565400844,8.5,False,Percent
22,2,Jodie Sweetin,8,eliminated,6,3,21.0,30.0,0.7,12,0.08898305084745763,3.5,False,Percent
22,3,Jodie Sweetin,8,eliminated,6,3,23.0,30.0,0.7666666666666667,11,0.09704641350210971,3.5,False,Percent
22,4,Jodie Sweetin,8,eliminated,6,4,27.0,40.0,0.675,10,0.08463949843260189,9.0,False,Percent
22,5,Jodie Sweetin,8,eliminated,6,4,35.0,40.0,0.875,9,0.12681159420289853,2.0,False,Percent
22,6,Jodie Sweetin,8,eliminated,6,3,25.0,30.0,0.8333333333333334,9,0.11013215859030838,4.5,False,Percent
22,7,Jodie Sweetin,8,eliminated,6,3,25.5,30.0,0.85,8,0.1191588785046729,8.0,False,Percent
22,8,Jodie Sweetin,8,eliminated,6,3,30.0,30.0,1.0,6,0.17751479289940827,1.5,True,Percent
22,1,Doug Flutie,6,eliminated,9,3,15.0,30.0,0.5,12,0.06329113924050632,11.0,False,Percent
22,2,Doug Flutie,6,eliminated,9,3,20.0,30.0,0.6666666666666666,12,0.0847457627118644,6.5,False,Percent
22,3,Doug Flutie,6,eliminated,9,3,20.0,30.0,0.6666666666666666,11,0.08438818565400844,9.0,False,Percent
22,4,Doug Flutie,6,eliminated,9,4,24.0,40.0,0.6,10,0.07523510971786834,10.0,False,Percent
22,5,Doug Flutie,6,eliminated,9,4,28.0,40.0,0.7,9,0.10144927536231883,7.5,False,Percent
22,6,Doug Flutie,6,eliminated,9,3,21.0,30.0,0.7,9,0.09251101321585903,9.0,True,Percent
22,1,Von Miller,7,eliminated,7,3,21.0,30.0,0.7,12,0.08860759493670885,5.5,False,Percent
22,2,Von Miller,7,eliminated,7,3,20.0,30.0,0.6666666666666666,12,0.0847457627118644,6.5,False,Percent
22,3,Von Miller,7,eliminated,7,3,20.0,30.0,0.6666666666666666,11,0.08438818565400844,9.0,False,Percent
22,4,Von Miller,7,eliminated,7,4,32.0,40.0,0.8,10,0.10031347962382446,6.5,False,Percent
22,5,Von Miller,7,eliminated,7,4,29.0,40.0,0.725,9,0.10507246376811594,6.0,False,Percent
22,6,Von Miller,7,eliminated,7,3,24.0,30.0,0.8,9,0.10572687224669604,7.0,False,Percent
22,7,Von Miller,7,eliminated,7,3,26.0,30.0,0.8666666666666667,8,0.12149532710280375,6.0,True,Percent
22,1,Antonio Brown,9,eliminated,5,3,21.0,30.0,0.7,12,0.08860759493670885,5.5,False,Percent
22,2,Antonio Brown,9,eliminated,5,3,19.0,30.0,0.6333333333333333,12,0.08050847457627118,9.5,False,Percent
22,3,Antonio Brown,9,eliminated,5,3,20.0,30.0,0.6666666666666666,11,0.08438818565400844,9.0,False,Percent
22,4,Antonio Brown,9,eliminated,5,4,35.0,40.0,0.875,10,0.109717868338558,3.5,False,Percent
22,5,Antonio Brown,9,eliminated,5,4,26.0,40.0,0.65,9,0.09420289855072464,9.0,False,Percent
22,6,Antonio Brown,9,eliminated,5,3,27.0,30.0,0.9,9,0.11894273127753305,3.0,False,Percent
22,7,Antonio Brown,9,eliminated,5,3,26.0,30.0,0.8666666666666667,8,0.12149532710280375,6.0,False,Percent
22,8,Antonio Brown,9,eliminated,5,3,27.0,30.0,0.9,6,0.15976331360946744,5.0,False,Percent
22,9,Antonio Brown,9,eliminated,5,3,27.5,30.0,0.9166666666666666,5,0.1916376306620209,5.0,True,Percent
22,1,Paige VanZant,99,finalist,2,3,21.0,30.0,0.7,12,0.08860759493670885,5.5,False,Percent
22,2,Paige VanZant,99,finalist,2,3,24.0,30.0,0.8,12,0.1016949152542373,1.5,False,Percent
22,3,Paige VanZant,99,finalist,2,3,23.0,30.0,0.7666666666666667,11,0.09704641350210971,3.5,False,Percent
22,4,Paige VanZant,99,finalist,2,4,36.0,40.0,0.9,10,0.11285266457680251,1.5,False,Percent
22,5,Paige VanZant,99,finalist,2,4,31.0,40.0,0.775,9,0.11231884057971014,4.0,False,Percent
22,6,Paige VanZant,99,finalist,2,3,28.0,30.0,0.9333333333333333,9,0.12334801762114538,2.0,False,Percent
22,7,Paige VanZant,99,finalist,2,3,27.5,30.0,0.9166666666666666,8,0.12850467289719628,3.0,False,Percent
22,8,Paige VanZant,99,finalist,2,3,28.0,30.0,0.9333333333333333,6,0.16568047337278105,4.0,False,Percent
22,9,Paige VanZant,99,finalist,2,3,29.5,30.0,0.9833333333333333,5,0.20557491289198607,2.0,False,Percent
22,10,Paige VanZant,99,finalist,2,3,29.666600000000003,30.0,0.9888866666666668,3,0.340996970101012,1.0,False,Percent
22,1,Geraldo Rivera,2,eliminated,12,3,13.0,30.0,0.43333333333333335,12,0.05485232067510548,12.0,False,Percent
22,2,Geraldo Rivera,2,eliminated,12,3,13.0,30.0,0.43333333333333335,12,0.05508474576271187,12.0,True,Percent
22,1,Nyle DiMarco,99,finalist,1,3,23.0,30.0,0.7666666666666667,12,0.09704641350210971,2.0,False,Percent
22,2,Nyle DiMarco,99,finalist,1,3,20.0,30.0,0.6666666666666666,12,0.0847457627118644,6.5,False,Percent
22,3,Nyle DiMarco,99,finalist,1,3,25.0,30.0,0.8333333333333334,11,0.10548523206751055,1.0,False,Percent
22,4,Nyle DiMarco,99,finalist,1,4,34.0,40.0,0.85,10,0.10658307210031348,5.0,False,Percent
22,5,Nyle DiMarco,99,finalist,1,4,37.0,40.0,0.925,9,0.13405797101449277,1.0,False,Percent
22,6,Nyle DiMarco,99,finalist,1,3,25.0,30.0,0.8333333333333334,9,0.11013215859030838,4.5,False,Percent
22,7,Nyle DiMarco,99,finalist,1,3,28.0,30.0,0.9333333333333333,8,0.13084112149532712,1.0,False,Percent
22,8,Nyle DiMarco,99,finalist,1,3,29.0,30.0,0.9666666666666667,6,0.17159763313609466,3.0,False,Percent
22,9,Nyle DiMarco,99,finalist,1,3,28.5,30.0,0.95,5,0.1986062717770035,3.0,False,Percent
22,10,Nyle DiMarco,99,finalist,1,3,28.9998,30.0,0.96666,3,0.3333325670462852,2.0,False,Percent
22,1,Ginger Zee,99,finalist,3,3,23.0,30.0,0.7666666666666667,12,0.09704641350210971,2.0,False,Percent
22,2,Ginger Zee,99,finalist,3,3,21.0,30.0,0.7,12,0.08898305084745763,3.5,False,Percent
22,3,Ginger Zee,99,finalist,3,3,21.0,30.0,0.7,11,0.08860759493670885,6.5,False,Percent
22,4,Ginger Zee,99,finalist,3,4,36.0,40.0,0.9,10,0.11285266457680251,1.5,False,Percent
22,5,Ginger Zee,99,finalist,3,4,32.0,40.0,0.8,9,0.11594202898550725,3.0,False,Percent
22,6,Ginger Zee,99,finalist,3,3,24.0,30.0,0.8,9,0.10572687224669604,7.0,False,Percent
22,7,Ginger Zee,99,finalist,3,3,27.5,30.0,0.9166666666666666,8,0.12850467289719628,3.0,False,Percent
22,8,Ginger Zee,99,finalist,3,3,30.0,30.0,1.0,6,0.17751479289940827,1.5,False,Percent
22,9,Ginger Zee,99,finalist,3,3,28.0,30.0,0.9333333333333333,5,0.1951219512195122,4.0,False,Percent
22,10,Ginger Zee,99,finalist,3,3,28.333199999999998,30.0,0.94444,3,0.32567046285270274,3.0,False,Percent
22,1,Wanya Morris,9,eliminated,4,3,23.0,30.0,0.7666666666666667,12,0.09704641350210971,2.0,False,Percent
22,2,Wanya Morris,9,eliminated,4,3,24.0,30.0,0.8,12,0.1016949152542373,1.5,False,Percent
22,3,Wanya Morris,9,eliminated,4,3,24.0,30.0,0.8,11,0.10126582278481013,2.0,False,Percent
22,4,Wanya Morris,9,eliminated,4,4,35.0,40.0,0.875,10,0.109717868338558,3.5,False,Percent
22,5,Wanya Morris,9,eliminated,4,4,30.0,40.0,0.75,9,0.10869565217391304,5.0,False,Percent
22,6,Wanya Morris,9,eliminated,4,3,29.0,30.0,0.9666666666666667,9,0.1277533039647577,1.0,False,Percent
22,7,Wanya Morris,9,eliminated,4,3,27.5,30.0,0.9166666666666666,8,0.12850467289719628,3.0,False,Percent
22,8,Wanya Morris,9,eliminated,4,3,25.0,30.0,0.8333333333333334,6,0.14792899408284024,6.0,False,Percent
22,9,Wanya Morris,9,eliminated,4,3,30.0,30.0,1.0,5,0.20905923344947736,1.0,True,Percent
22,1,Marla Maples,4,eliminated,10,3,21.0,30.0,0.7,12,0.08860759493670885,5.5,False,Percent
22,2,Marla Maples,4,eliminated,10,3,20.0,30.0,0.6666666666666666,12,0.0847457627118644,6.5,False,Percent
22,3,Marla Maples,4,eliminated,10,3,21.0,30.0,0.7,11,0.08860759493670885,6.5,False,Percent
22,4,Marla Maples,4,eliminated,10,4,28.0,40.0,0.7,10,0.0877742946708464,8.0,True,Percent
23,1,Jake T. Austin,2,eliminated,13,4,22.0,40.0,0.55,13,0.06666666666666667,11.5,False,Percent
23,2,Jake T. Austin,2,eliminated,13,4,24.0,40.0,0.6,13,0.06818181818181818,11.0,True,Percent
23,1,Maureen McCormick,7,eliminated,8,4,22.0,40.0,0.55,13,0.06666666666666667,11.5,False,Percent
23,2,Maureen McCormick,7,eliminated,8,4,26.0,40.0,0.65,13,0.07386363636363635,8.5,False,Percent
23,3,Maureen McCormick,7,eliminated,8,4,28.0,40.0,0.7,12,0.08615384615384615,5.5,False,Percent
23,4,Maureen McCormick,7,eliminated,8,3,24.0,30.0,0.8,11,0.09195402298850576,4.5,False,Percent
23,5,Maureen McCormick,7,eliminated,8,3,24.0,30.0,0.8,9,0.10434782608695653,7.5,False,Percent
23,6,Maureen McCormick,7,eliminated,8,4,31.0,40.0,0.775,9,0.10163934426229508,6.0,False,Percent
23,7,Maureen McCormick,7,eliminated,8,4,33.0,40.0,0.825,8,0.11978221415607984,6.5,True,Percent
23,1,Marilu Henner,9,eliminated,6,4,27.0,40.0,0.675,13,0.08181818181818182,3.5,False,Percent
23,2,Marilu Henner,9,eliminated,6,4,27.0,40.0,0.675,13,0.07670454545454546,7.0,False,Percent
23,3,Marilu Henner,9,eliminated,6,4,28.0,40.0,0.7,12,0.08615384615384615,5.5,False,Percent
23,4,Marilu Henner,9,eliminated,6,3,21.0,30.0,0.7,11,0.08045977011494253,10.0,False,Percent
23,5,Marilu Henner,9,eliminated,6,3,27.0,30.0,0.9,9,0.11739130434782609,2.5,False,Percent
23,6,Marilu Henner,9,eliminated,6,4,34.0,40.0,0.85,9,0.11147540983606558,5.0,False,Percent
23,7,Marilu Henner,9,eliminated,6,4,32.0,40.0,0.8,8,0.11615245009074411,8.0,False,Percent
23,8,Marilu Henner,9,eliminated,6,3,23.0,30.0,0.7666666666666667,7,0.11442797455519857,7.0,False,Percent
23,9,Marilu Henner,9,eliminated,6,4,36.0,40.0,0.9,6,0.15859030837004406,5.5,True,Percent
23,1,Ryan Lochte,8,eliminated,7,4,24.0,40.0,0.6,13,0.07272727272727272,9.5,False,Percent
23,2,Ryan Lochte,8,eliminated,7,4,24.0,40.0,0.6,13,0.06818181818181818,11.0,False,Percent
23,3,Ryan Lochte,8,eliminated,7,4,25.0,40.0,0.625,12,0.07692307692307693,9.0,False,Percent
23,4,Ryan Lochte,8,eliminated,7,3,22.0,30.0,0.7333333333333333,11,0.0842911877394636,9.0,False,Percent
23,5,Ryan Lochte,8,eliminated,7,3,24.0,30.0,0.8,9,0.10434782608695653,7.5,False,Percent
23,6,Ryan Lochte,8,eliminated,7,4,30.0,40.0,0.75,9,0.09836065573770492,7.5,False,Percent
